housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,x,y
35.0,1562.0,403.0,1587.0,406.0,1.4917,93200.0,3,160878.85833911633,-452452.1437927056
41.0,570.0,135.0,466.0,121.0,2.6458,91300.0,3,159959.84863310104,-452477.3117430499
34.0,721.0,165.0,661.0,171.0,2.0789,92400.0,3,159936.85901911053,-451362.34566220874
37.0,973.0,221.0,842.0,178.0,1.6645,94900.0,3,159937.00055476525,-451366.87704285374
36.0,1467.0,369.0,1247.0,347.0,1.8191,92700.0,3,159962.5322617686,-452477.0007608072
36.0,1102.0,247.0,702.0,225.0,1.5256,95400.0,3,160886.66621195571,-452457.41786346585
42.0,1433.0,295.0,775.0,293.0,1.1326,104800.0,3,160886.04452850667,-452458.0586979049
42.0,657.0,147.0,526.0,132.0,2.5,110200.0,3,161807.87874633953,-452433.81636576727
40.0,1076.0,244.0,705.0,255.0,1.7986,98900.0,3,160902.64879980186,-453560.1509414362
36.0,1465.0,346.0,1147.0,324.0,1.7262,88800.0,3,159976.84857412797,-453576.5692202714
43.0,1309.0,344.0,1182.0,340.0,1.6625,88700.0,3,159937.61855893995,-451358.87322777277
30.0,1764.0,397.0,1406.0,362.0,1.449,93100.0,3,159941.76108907253,-451357.8563203141
39.0,2078.0,561.0,1901.0,504.0,1.1468,96900.0,3,159939.64679721108,-451363.7283941684
21.0,847.0,278.0,1283.0,277.0,1.4329,94100.0,3,159033.95656177943,-452487.9900958715
32.0,1381.0,375.0,1268.0,354.0,1.1051,94200.0,3,159015.35375977776,-451377.5195550062
9.0,456.0,130.0,438.0,114.0,0.8952,81300.0,3,159015.76322287708,-451383.25503098173
44.0,1631.0,338.0,1197.0,355.0,3.0788,100000.0,3,159011.07248641772,-451375.9011683087
42.0,1898.0,460.0,1503.0,429.0,2.5179,97400.0,3,159029.86088363704,-452492.2906505093
43.0,2021.0,379.0,1051.0,352.0,3.3836,129900.0,3,158106.75609496166,-452501.5233515771
47.0,1782.0,338.0,1003.0,329.0,2.5398,105700.0,3,158090.58367324775,-451397.83237405354
41.0,936.0,257.0,913.0,226.0,2.0313,122600.0,3,159032.79928225806,-452488.0838838173
40.0,1935.0,461.0,1616.0,433.0,2.875,120200.0,3,158129.3945968039,-453618.9422300835
41.0,896.0,198.0,605.0,168.0,2.2778,128100.0,3,158109.5591219105,-452506.1395348711
38.0,2073.0,500.0,1657.0,470.0,1.2098,88400.0,3,159960.7468724612,-452472.10488198744
39.0,1274.0,282.0,975.0,277.0,1.5114,90400.0,3,159056.96414870396,-453594.8679167391
43.0,269.0,74.0,295.0,79.0,2.2969,90600.0,3,159033.23464072228,-452487.4157275879
45.0,529.0,112.0,448.0,120.0,3.5833,90600.0,3,159035.8640474469,-452492.2092456999
52.0,117.0,33.0,74.0,45.0,0.4999,90600.0,3,159029.75495030696,-452488.95022814395
44.0,1463.0,312.0,940.0,312.0,2.3333,99800.0,3,161787.2029802995,-451332.139213562
43.0,1113.0,378.0,1305.0,334.0,1.1434,91300.0,3,161783.24008354664,-451327.1080810237
37.0,2667.0,671.0,2865.0,683.0,0.6831,87500.0,3,163613.92713908947,-450186.3467259039
40.0,1193.0,280.0,1210.0,286.0,1.35,89500.0,3,162691.38084324167,-450201.45055177854
37.0,649.0,147.0,653.0,147.0,1.4792,97500.0,3,162693.88917771948,-450198.6704977229
36.0,2316.0,543.0,1938.0,507.0,1.25,97400.0,3,162693.34442902502,-450207.59587522177
21.0,1260.0,342.0,1167.0,310.0,0.9708,107600.0,3,162690.02358158733,-450203.50488081947
37.0,441.0,125.0,390.0,98.0,1.6513,90200.0,3,162691.83941172593,-450201.801291869
25.0,764.0,200.0,801.0,220.0,1.1384,100000.0,3,161770.3012089206,-450220.62453597365
40.0,975.0,270.0,1068.0,270.0,0.9889,87500.0,3,161804.8375131734,-452434.0035380395
36.0,2452.0,734.0,2664.0,667.0,0.9298,100000.0,3,161807.20656708375,-452434.2831270234
42.0,819.0,233.0,899.0,228.0,1.1346,85400.0,3,161804.45248194365,-452433.1687224372
37.0,869.0,241.0,1040.0,233.0,2.0,84200.0,3,162713.46970688825,-451307.6796834129
34.0,796.0,180.0,673.0,144.0,2.0769,88300.0,3,162708.82290621853,-451311.02281224076
37.0,1027.0,258.0,824.0,248.0,1.5132,86300.0,3,162728.8744097596,-452421.279216629
32.0,779.0,201.0,861.0,219.0,1.0625,89800.0,3,162732.28966824297,-452425.7221614849
42.0,380.0,106.0,411.0,100.0,0.9705,90000.0,3,162713.89819148474,-451307.9106977866
39.0,1215.0,273.0,1211.0,265.0,1.7212,95500.0,3,162714.1442866872,-451315.16807875596
39.0,1141.0,258.0,1313.0,234.0,2.0187,90100.0,3,163633.71274922305,-451299.41036418406
35.0,1090.0,267.0,1339.0,263.0,2.1607,97600.0,3,163631.94245626332,-451295.64939809265
30.0,940.0,211.0,1071.0,204.0,1.2679,92000.0,3,162708.52632610037,-451315.49339655414
36.0,501.0,123.0,487.0,118.0,1.3,87000.0,3,163657.8854334808,-452407.26461806707
39.0,2065.0,532.0,2015.0,535.0,0.8478,104900.0,3,163653.21633387078,-452405.1015310632
32.0,1063.0,282.0,992.0,253.0,0.8984,88700.0,3,162735.42382413035,-452415.46359596215
29.0,6447.0,1012.0,2184.0,960.0,8.2816,500001.0,3,148502.6767782848,-431597.72581273876
32.0,5578.0,753.0,1567.0,697.0,15.0001,500001.0,3,147599.10085476228,-432718.5160859786
27.0,2089.0,303.0,654.0,270.0,12.3767,500001.0,3,145741.5084563468,-431637.07229403267
27.0,10806.0,1440.0,3511.0,1352.0,12.7296,500001.0,3,144835.81216390562,-432761.5294596148
27.0,1613.0,200.0,497.0,197.0,7.9835,500001.0,3,144870.46331291614,-434985.09401470376
20.0,10722.0,1617.0,3731.0,1511.0,9.7449,500001.0,3,142971.8829111031,-431682.4421437448
36.0,3129.0,392.0,862.0,334.0,15.0001,500001.0,3,143953.83379317672,-434998.8387541985
46.0,778.0,90.0,238.0,93.0,15.0001,500001.0,3,144889.61182541063,-436088.60790632665
52.0,1500.0,176.0,384.0,145.0,7.1576,500001.0,3,143043.8537874319,-436119.468031927
31.0,6675.0,842.0,2092.0,796.0,11.8442,500001.0,3,143012.2398434906,-433908.9436217076
35.0,3247.0,525.0,1065.0,484.0,7.8426,500001.0,3,142123.44658123062,-436132.9716297807
32.0,8041.0,1141.0,2768.0,1106.0,11.1978,500001.0,3,141166.67992734793,-433934.91050193785
27.0,6603.0,879.0,2336.0,868.0,13.2935,500001.0,3,139298.01705296407,-432851.44281752314
29.0,4767.0,777.0,1500.0,638.0,10.7937,500001.0,3,140294.09993967667,-437274.0666646231
40.0,3351.0,484.0,1564.0,523.0,8.5153,500001.0,3,140293.10036605195,-437279.354710103
37.0,4042.0,549.0,1318.0,542.0,12.8665,500001.0,3,140293.95362612305,-437282.35891077993
42.0,2861.0,360.0,829.0,310.0,15.0001,500001.0,3,139390.4650110419,-438400.410894278
36.0,2929.0,366.0,1054.0,352.0,13.5728,500001.0,3,139374.78888860607,-437292.06415811647
29.0,9013.0,1117.0,2919.0,1061.0,13.947,500001.0,3,137452.12764872934,-432883.0131344027
39.0,1487.0,163.0,414.0,160.0,15.0,500001.0,3,138484.96755404622,-439524.2973504476
37.0,5477.0,833.0,1925.0,757.0,8.1888,500001.0,3,135643.62866540233,-435134.9360881783
45.0,1814.0,325.0,709.0,311.0,4.825,500001.0,3,136636.52889115846,-439557.45537044154
47.0,1985.0,315.0,819.0,340.0,6.5147,500001.0,3,136653.75480533962,-440667.3584392294
14.0,7970.0,1142.0,2926.0,1096.0,11.2866,500001.0,3,131951.10817291032,-435193.64849153627
33.0,6778.0,1092.0,2540.0,1052.0,8.565,500001.0,3,134791.96696588883,-439582.8168746694
41.0,1482.0,239.0,617.0,242.0,8.8619,500001.0,3,133883.9403924646,-440705.36999431904
34.0,2095.0,343.0,662.0,299.0,8.2934,500001.0,3,132982.7285777282,-441834.65650871303
24.0,2332.0,349.0,761.0,325.0,7.3031,500001.0,3,132926.71239499343,-438504.4738592049
21.0,3755.0,525.0,1493.0,526.0,11.4233,500001.0,3,134776.33560473946,-438470.17599251727
35.0,9075.0,1858.0,3646.0,1724.0,6.0307,500001.0,3,133903.93890543358,-441817.7284308672
42.0,993.0,130.0,368.0,134.0,10.8082,500001.0,3,136653.51616115443,-440667.7666336112
43.0,2167.0,254.0,761.0,256.0,13.6842,500001.0,3,136654.96357870853,-440665.0799131822
45.0,1711.0,264.0,735.0,261.0,9.1078,500001.0,3,135731.13264100492,-440678.42986065475
40.0,4350.0,763.0,1551.0,665.0,7.0318,500001.0,3,135752.98984275793,-441782.15006830357
36.0,4152.0,542.0,1461.0,550.0,15.0001,500001.0,3,138487.51773851903,-439523.77064336324
39.0,2603.0,456.0,928.0,410.0,7.9096,500001.0,1,133973.6848635977,-446254.2753481511
38.0,4715.0,691.0,1660.0,637.0,10.1882,500001.0,3,137578.49893377797,-440649.3703257181
45.0,1271.0,190.0,419.0,171.0,7.6447,500001.0,3,141236.99660756503,-438377.1268273494
45.0,3030.0,433.0,916.0,399.0,9.4664,500001.0,3,141232.5761018647,-438371.5057461923
48.0,3623.0,528.0,1282.0,516.0,9.5221,500001.0,3,140328.13452515705,-439498.2202805672
42.0,1918.0,216.0,632.0,224.0,15.0001,500001.0,3,139403.3449137981,-439515.96573232254
26.0,6577.0,1789.0,2937.0,1652.0,4.801,500001.0,3,141239.71214470256,-438368.80760720884
20.0,5448.0,1532.0,2202.0,1442.0,4.2554,500001.0,3,142156.61576194683,-438355.41820672806
25.0,2689.0,719.0,1229.0,663.0,3.5909,500001.0,3,141248.49395631978,-439476.6879307139
25.0,4077.0,1151.0,1719.0,1017.0,3.7721,337500.0,3,142176.38241985993,-439467.7810856402
21.0,3639.0,1002.0,1489.0,983.0,4.6197,387500.0,3,142174.6739332287,-439463.94995219586
22.0,5215.0,1193.0,2048.0,1121.0,4.7009,500001.0,3,141252.87386598982,-439479.4211673732
27.0,4401.0,1033.0,1725.0,962.0,4.175,500001.0,3,141249.2084503436,-439486.39484151546
36.0,2143.0,434.0,751.0,396.0,6.7496,500001.0,3,140330.95988284127,-439497.23699832195
45.0,1346.0,214.0,415.0,209.0,7.0285,500001.0,3,139406.65776093927,-439515.5670934529
46.0,1399.0,148.0,410.0,152.0,15.0001,500001.0,3,145811.03683415687,-436075.7478859965
34.0,3203.0,483.0,949.0,439.0,10.3467,500001.0,3,144904.97436876045,-437200.72113884473
38.0,3251.0,656.0,1251.0,593.0,7.7382,500001.0,3,144906.75904217156,-437200.7525320882
26.0,3535.0,748.0,1322.0,666.0,7.1674,500001.0,3,143989.96615285808,-437220.4917322919
35.0,1973.0,332.0,1257.0,296.0,8.9565,500001.0,3,143989.94541662637,-437214.0644620755
28.0,3910.0,959.0,1763.0,867.0,5.5,500001.0,3,144008.6865729188,-438328.99161759345
21.0,730.0,263.0,965.0,224.0,2.0511,350000.0,3,143987.1514079562,-437217.10126128467
14.0,520.0,292.0,282.0,213.0,2.2857,500001.0,3,144000.7011821542,-438331.6000312632
13.0,4284.0,1452.0,3806.0,1252.0,1.3125,350000.0,3,143059.0239605959,-437230.1514491658
19.0,4845.0,1609.0,3751.0,1539.0,1.583,350000.0,3,143066.73739687787,-437229.9710894795
20.0,3367.0,1264.0,2667.0,1131.0,2.2444,500000.0,3,143084.89338435454,-438336.48692854727
46.0,1302.0,215.0,482.0,226.0,7.0674,500001.0,3,142158.9552153968,-438356.8394463556
43.0,2511.0,456.0,808.0,407.0,6.7703,500001.0,3,142139.60422400734,-437249.2700949139
49.0,2418.0,301.0,850.0,318.0,14.2867,500001.0,3,142140.52152688857,-437253.16474546306
42.0,2564.0,460.0,913.0,414.0,9.2225,500001.0,3,142142.01667028514,-437252.01337852655
9.0,5102.0,1695.0,2609.0,1450.0,3.2545,500001.0,3,144003.63373745338,-438328.4030709164
18.0,4780.0,1192.0,1886.0,1036.0,4.4674,500001.0,3,144026.38071670322,-439434.83858653763
32.0,1880.0,435.0,798.0,417.0,4.7109,500000.0,3,144018.52989059928,-439436.61805729475
15.0,5368.0,1312.0,2269.0,1232.0,5.7097,316700.0,3,144024.77901566355,-439437.73948873114
11.0,3184.0,641.0,911.0,463.0,7.2675,500001.0,3,144931.2890312005,-438312.90566422977
41.0,1463.0,267.0,601.0,267.0,5.3777,500001.0,3,144928.0771119792,-438313.17358998396
22.0,4251.0,1073.0,1581.0,881.0,5.2555,500001.0,3,144943.11572457335,-439421.42021830427
13.0,4833.0,1119.0,1649.0,807.0,6.2389,500001.0,3,144006.65481205913,-438328.9855271913
40.0,2933.0,565.0,1077.0,536.0,6.1527,500001.0,3,145846.6363018333,-438297.4378195377
31.0,1317.0,284.0,523.0,274.0,7.4219,500001.0,3,144931.53302915962,-438315.789761011
38.0,2982.0,664.0,1122.0,572.0,4.1908,500001.0,3,144930.11706501446,-438310.9299931666
20.0,4600.0,1018.0,1675.0,932.0,5.1999,500001.0,3,144931.68947546286,-438309.4281299375
44.0,533.0,90.0,291.0,97.0,10.8045,500001.0,3,145851.8340387934,-438296.7110028793
52.0,1881.0,334.0,640.0,321.0,6.871,500001.0,3,145846.21249776307,-438300.45290629286
38.0,4888.0,1126.0,1698.0,937.0,4.8304,500001.0,3,145873.2905510591,-439406.5481159175
52.0,1693.0,290.0,727.0,305.0,6.7115,500001.0,3,144944.5594272433,-439416.79246869916
24.0,3832.0,949.0,1613.0,893.0,3.9673,477300.0,3,144946.19713862747,-439421.525092063
20.0,5943.0,1538.0,2492.0,1429.0,4.1141,305000.0,3,144025.15414981323,-439432.0697044083
22.0,3970.0,871.0,1588.0,791.0,4.8618,500001.0,3,144022.9463630753,-439439.07557526603
52.0,2425.0,435.0,962.0,412.0,5.8587,494700.0,3,144961.72827622143,-440525.72050617775
28.0,801.0,399.0,936.0,406.0,2.1875,181300.0,3,143094.84055562443,-439453.8379056901
22.0,3319.0,1045.0,1848.0,940.0,3.6673,283300.0,3,143118.82707666417,-440560.51454879437
23.0,3771.0,1321.0,2031.0,1241.0,2.7679,277500.0,3,143113.5590106615,-440563.48786406545
25.0,6902.0,2138.0,3136.0,1844.0,2.6509,410000.0,3,142176.14932113484,-439469.46535424376
23.0,4099.0,1287.0,2103.0,1217.0,3.7549,275000.0,3,143101.74376416998,-439455.70426706225
19.0,3522.0,1036.0,1820.0,977.0,3.2663,337500.0,3,142198.35703305443,-440579.1685563498
21.0,5041.0,1491.0,2719.0,1420.0,3.5335,268800.0,3,141268.22910662607,-440595.14757651323
19.0,3330.0,1010.0,1837.0,915.0,3.0173,393800.0,3,143120.72531816576,-440556.41028126935
25.0,2142.0,718.0,1390.0,699.0,3.0069,325000.0,3,142198.7840220639,-440578.7417147956
25.0,2768.0,850.0,1558.0,784.0,3.6976,360000.0,3,142193.73878143178,-440572.91840824625
17.0,2729.0,897.0,1404.0,758.0,3.1235,420800.0,3,142196.4602603817,-440574.5701232315
31.0,2621.0,707.0,1632.0,673.0,3.287,348100.0,3,142192.63858609478,-440574.0417735474
21.0,2819.0,648.0,1435.0,593.0,3.9489,360200.0,3,143117.1209328245,-440561.8985414868
45.0,727.0,168.0,520.0,175.0,2.6528,300000.0,3,143139.53518791983,-441674.29795787483
39.0,1657.0,402.0,931.0,363.0,3.7813,336300.0,3,143134.29209944623,-441665.8558795494
49.0,32.0,7.0,14.0,7.0,2.1875,225000.0,3,144037.51406914304,-440547.0601279489
16.0,18.0,6.0,3.0,4.0,0.536,350000.0,3,144044.02376505831,-440550.1833383669
31.0,2670.0,662.0,1535.0,631.0,3.0714,347800.0,3,144039.99810547545,-440550.33901855256
52.0,1782.0,308.0,735.0,307.0,5.2954,485100.0,3,144961.47258272948,-440534.23912176955
46.0,1508.0,276.0,639.0,273.0,4.925,409800.0,3,145887.09341764345,-440510.03532022936
42.0,2725.0,569.0,1115.0,516.0,4.5833,427500.0,3,144968.32624389263,-440530.8027080521
16.0,9728.0,2211.0,3026.0,1899.0,5.8758,500001.0,3,146789.36577242328,-439389.6182487742
33.0,2921.0,652.0,1124.0,608.0,5.0151,500001.0,3,145873.20069130303,-439408.0611684271
52.0,2533.0,402.0,981.0,386.0,7.8164,500001.0,3,145870.98232615183,-439405.5735797421
26.0,4473.0,923.0,1518.0,805.0,5.0762,500001.0,3,147718.63259870865,-439373.65869350266
40.0,2079.0,268.0,720.0,282.0,9.272,500001.0,3,147733.77744471485,-440488.8099619793
42.0,1298.0,174.0,420.0,190.0,12.8483,500001.0,3,147735.6110807497,-440481.65499669174
36.0,1831.0,296.0,871.0,269.0,8.1484,500001.0,3,147753.92385217687,-441596.8486395506
33.0,1730.0,386.0,994.0,363.0,3.7277,500001.0,3,146826.74516236133,-441603.73279767577
49.0,601.0,95.0,228.0,106.0,8.0239,500001.0,3,146813.39875237236,-440496.48912707437
35.0,2458.0,576.0,1047.0,554.0,4.0283,412500.0,3,148636.3844993636,-439353.3666695715
42.0,3105.0,559.0,1253.0,531.0,5.222,500001.0,3,148642.69917278682,-439362.96450802404
34.0,2113.0,459.0,859.0,432.0,3.6953,500001.0,3,147713.53580895573,-439377.4867601823
25.0,2814.0,701.0,1139.0,658.0,4.0153,460000.0,3,148642.54010528958,-439359.6339845648
52.0,1907.0,261.0,681.0,249.0,10.9805,500001.0,3,146810.92214020123,-440493.95227860287
52.0,2113.0,332.0,800.0,327.0,11.1768,500001.0,3,146810.85038928932,-440493.4450322464
36.0,3053.0,635.0,1234.0,577.0,5.1637,500001.0,3,146826.5492532428,-441606.6990849641
51.0,1975.0,348.0,771.0,357.0,6.626,500001.0,3,145890.1198523257,-440517.4481235887
52.0,1358.0,272.0,574.0,267.0,5.6454,500001.0,3,145884.08604218543,-440515.5647503771
45.0,2089.0,312.0,834.0,305.0,7.3028,500001.0,3,148659.01508757658,-440471.99625924043
44.0,1873.0,286.0,635.0,283.0,5.5951,461300.0,3,148656.3745133762,-440471.544609705
43.0,3863.0,537.0,1398.0,511.0,8.5938,500001.0,3,147731.56570517374,-440480.6550066932
43.0,1028.0,145.0,394.0,149.0,10.4519,500001.0,3,147714.7040123537,-439377.2651557154
42.0,1467.0,203.0,577.0,204.0,6.6368,500001.0,3,148639.6460658452,-439353.5510855452
35.0,2237.0,592.0,1794.0,543.0,2.2961,207700.0,3,149581.39563646092,-440446.6953599588
31.0,2846.0,727.0,2120.0,672.0,2.7226,254200.0,3,149578.93009278708,-440452.063210655
45.0,767.0,130.0,254.0,118.0,6.2895,340400.0,3,149581.48500656558,-440448.1657275562
36.0,3005.0,771.0,2054.0,758.0,2.0437,309100.0,3,149578.33557289865,-440449.54569958476
39.0,2614.0,569.0,1665.0,553.0,3.4063,271600.0,3,149579.3865416242,-440452.8579501631
41.0,101.0,23.0,85.0,30.0,4.125,237500.0,3,148661.4629814827,-440463.3878245326
52.0,1492.0,277.0,666.0,289.0,4.7386,340400.0,3,148653.39906897463,-440465.7558109551
49.0,1230.0,279.0,669.0,269.0,3.9038,308300.0,3,148660.82050654158,-440473.02654062817
28.0,1722.0,536.0,1161.0,481.0,3.2228,232500.0,3,148671.68212385333,-441575.8416113425
25.0,3442.0,1050.0,1890.0,914.0,3.0574,319400.0,3,148674.13254604413,-441581.95887920586
24.0,1101.0,318.0,491.0,287.0,3.2222,319400.0,3,147753.16284278806,-441595.46715025185
43.0,1006.0,201.0,520.0,199.0,6.5669,372800.0,3,147754.64782533087,-441594.9104961008
26.0,4376.0,1394.0,2435.0,1250.0,2.8418,327300.0,3,146830.2359873257,-441602.55884395353
19.0,7297.0,2331.0,3870.0,2144.0,3.116,300000.0,3,147772.89693851036,-442701.35493241623
27.0,515.0,201.0,397.0,228.0,2.4135,184400.0,3,147774.95385194474,-442699.7809041459
24.0,3711.0,1192.0,1764.0,1147.0,3.1642,366700.0,3,146831.51976214835,-441608.95973024936
24.0,2610.0,756.0,1322.0,692.0,3.5022,281300.0,3,146843.20522364337,-442716.0504886871
16.0,5825.0,1866.0,3390.0,1752.0,3.0965,320000.0,3,146844.32666987553,-442712.95900456933
19.0,1450.0,509.0,746.0,437.0,3.1415,55000.0,3,148678.07183585354,-441572.0941934828
13.0,6152.0,1978.0,3397.0,1845.0,3.4058,275000.0,3,147751.6248025296,-441589.12439763546
36.0,2101.0,569.0,1756.0,527.0,2.9344,222100.0,3,149595.75430423536,-441565.02049607784
39.0,1366.0,375.0,1237.0,370.0,3.7206,230900.0,3,148671.49493687204,-441575.79975218885
43.0,888.0,170.0,514.0,161.0,3.1827,202800.0,3,150507.80130735564,-440432.2123496062
42.0,1809.0,424.0,1094.0,382.0,2.767,143000.0,3,150503.53247395088,-440441.1537841144
43.0,912.0,255.0,705.0,246.0,2.6402,185700.0,3,149603.48584419145,-441561.4846310611
25.0,542.0,161.0,442.0,131.0,2.25,333300.0,3,150499.65700179595,-440439.15653639473
43.0,1465.0,278.0,727.0,290.0,4.0781,289400.0,3,150499.35066347054,-440431.9735065489
45.0,1262.0,223.0,637.0,221.0,5.0866,427300.0,3,145907.73370622168,-441627.05145905074
45.0,1740.0,311.0,788.0,306.0,5.2099,373600.0,3,144984.1771392059,-441633.7887406484
39.0,1733.0,429.0,855.0,387.0,3.2308,340800.0,3,144979.274919755,-441641.79294335283
26.0,1706.0,516.0,894.0,435.0,3.1875,372700.0,3,144979.1129645399,-441635.7197219734
44.0,904.0,176.0,358.0,158.0,3.3542,344200.0,3,145905.31645748415,-441625.48339905916
25.0,2059.0,659.0,1349.0,588.0,3.2396,352400.0,3,144056.8646165426,-441651.5649703648
36.0,1552.0,388.0,867.0,352.0,3.6467,346700.0,3,144981.34167699984,-441640.69842402264
37.0,1193.0,205.0,488.0,224.0,3.625,357600.0,3,144061.61640049395,-441650.56375191035
37.0,975.0,189.0,489.0,202.0,4.2434,331000.0,3,144057.82721123504,-441657.4299870753
30.0,1039.0,303.0,606.0,274.0,3.125,343800.0,3,144060.30540715033,-441655.4548561666
41.0,1240.0,320.0,711.0,304.0,3.3482,318100.0,3,143136.7926685718,-441667.08564586286
41.0,2083.0,528.0,993.0,481.0,4.0231,353900.0,3,143132.11826631226,-441671.0873181168
41.0,1164.0,265.0,561.0,251.0,4.2411,350900.0,3,144054.76183501896,-441656.83411875507
37.0,1592.0,308.0,783.0,321.0,6.2583,386000.0,3,144075.43160893864,-442764.67190563725
43.0,1408.0,246.0,651.0,240.0,4.5795,400000.0,3,144095.5572749815,-443869.5171790067
41.0,1309.0,221.0,534.0,228.0,5.1708,418800.0,3,144099.59785422886,-443874.21418708144
37.0,1328.0,250.0,626.0,228.0,5.8666,440100.0,3,143172.16786008637,-443883.2528512813
40.0,1361.0,240.0,559.0,229.0,6.3516,354300.0,3,143176.21708558023,-443884.5547050154
36.0,2424.0,418.0,1123.0,417.0,6.4755,405800.0,3,143172.38507949357,-443887.4795516501
32.0,2242.0,490.0,921.0,461.0,4.0429,500001.0,3,144081.2378434607,-442764.94333129656
43.0,1487.0,242.0,675.0,247.0,5.3403,489800.0,3,145020.0805205624,-443855.5658434923
39.0,3278.0,632.0,1321.0,617.0,6.2917,465700.0,3,144080.1860169134,-442763.06928108446
38.0,2172.0,437.0,830.0,368.0,3.9091,500001.0,3,144999.55999080333,-442742.55299226847
42.0,1528.0,244.0,634.0,242.0,8.1631,500001.0,3,144996.61927038175,-442746.24006536324
41.0,2403.0,516.0,1001.0,514.0,4.3906,500001.0,3,145005.08638846606,-442750.0176694598
44.0,629.0,131.0,326.0,156.0,4.5278,374300.0,3,145905.49540662707,-441618.1559610418
20.0,4374.0,1311.0,2165.0,1185.0,3.6019,463600.0,3,146828.72779038863,-441606.1953492714
21.0,3244.0,815.0,1423.0,781.0,3.6488,340800.0,3,145928.4130332607,-442729.7006807043
34.0,2243.0,444.0,973.0,413.0,4.9676,414100.0,3,145923.59017824853,-442728.9265722069
28.0,3167.0,737.0,1248.0,665.0,3.1941,394700.0,3,145925.32965172094,-442730.77014540136
34.0,2995.0,942.0,2626.0,947.0,2.2402,450000.0,3,145924.445902612,-442727.64441862004
34.0,1430.0,357.0,805.0,362.0,3.3462,307000.0,3,146851.16669254276,-442719.12263992336
22.0,3292.0,1134.0,1655.0,898.0,3.1746,348800.0,3,145921.3278507526,-442728.1877615275
26.0,2664.0,842.0,1745.0,789.0,3.4269,301900.0,3,145924.05363545744,-442737.2100730357
35.0,1728.0,442.0,1161.0,420.0,3.725,310000.0,3,146851.37336923947,-442712.689473826
19.0,4702.0,1472.0,2636.0,1334.0,3.3955,225000.0,3,146851.82664613225,-442714.91567751113
27.0,2224.0,618.0,1594.0,625.0,3.0833,315500.0,3,146843.59040983094,-442719.4091656897
33.0,2731.0,535.0,1280.0,510.0,4.7083,420100.0,3,145946.7478087094,-443840.78655604273
32.0,1300.0,356.0,703.0,311.0,3.5667,394000.0,3,145938.70279947342,-443841.50974469585
27.0,3133.0,1021.0,2242.0,1002.0,2.697,412500.0,3,145022.29826837985,-443858.7258168133
41.0,1527.0,279.0,746.0,285.0,6.4232,446600.0,3,145015.52307122285,-443853.02396665886
31.0,2526.0,528.0,1046.0,504.0,4.7009,500001.0,3,145020.1958032173,-443855.80224149115
42.0,2061.0,396.0,907.0,393.0,6.0804,420000.0,3,144094.4830285344,-443868.48261635285
44.0,1462.0,338.0,821.0,341.0,2.599,362200.0,3,144109.63689544486,-444985.3825297742
44.0,1798.0,353.0,835.0,314.0,4.75,355800.0,3,144115.28907603738,-444986.7089592344
39.0,1909.0,359.0,867.0,345.0,4.7,334700.0,3,143193.43191277713,-444991.16897723824
40.0,1287.0,346.0,806.0,311.0,3.875,321300.0,3,144110.3431845201,-444983.72404008266
30.0,2148.0,597.0,1341.0,559.0,3.3995,324000.0,3,145035.21504013127,-444964.32969744876
22.0,5822.0,1707.0,3335.0,1585.0,3.1579,243100.0,3,144114.81578955718,-444984.7982728253
41.0,1562.0,377.0,874.0,368.0,4.1083,324300.0,3,144111.66936499006,-444981.70937563153
42.0,1594.0,369.0,952.0,362.0,3.099,335400.0,3,145946.05115054894,-443836.4859320973
29.0,1996.0,489.0,960.0,449.0,3.6611,344200.0,3,145943.06004271313,-443840.9418485649
31.0,1930.0,456.0,1002.0,410.0,3.9798,458600.0,3,145961.4068992451,-444950.45762850624
28.0,6128.0,1963.0,3586.0,1815.0,2.7058,310900.0,3,145035.75885621144,-444969.4689652715
43.0,513.0,98.0,266.0,103.0,5.6428,343100.0,3,142251.06364453366,-443906.12004335644
39.0,4098.0,1100.0,2054.0,1053.0,2.918,345600.0,3,142266.98230171177,-445012.55636843713
37.0,388.0,83.0,248.0,84.0,5.1664,326700.0,3,142264.8772478065,-445011.2205191408
36.0,1392.0,260.0,679.0,247.0,4.7344,346900.0,3,142266.90503244984,-445008.56172337057
39.0,711.0,148.0,347.0,153.0,4.2813,297200.0,3,142251.89580945435,-443904.40217655106
38.0,1235.0,390.0,891.0,376.0,2.7143,287500.0,3,141342.69035417066,-445024.54001121596
41.0,2331.0,636.0,1839.0,537.0,2.288,263500.0,3,141345.96998272598,-445025.4566706172
39.0,614.0,174.0,538.0,159.0,2.3542,235700.0,3,142267.489003175,-445009.74962185044
34.0,1875.0,501.0,1491.0,526.0,2.8417,321400.0,3,141362.811687586,-446136.13294882374
37.0,2586.0,765.0,1801.0,737.0,2.6042,305800.0,3,141346.669327306,-445027.5402185479
31.0,1312.0,376.0,1178.0,330.0,2.0714,300000.0,3,141361.1367831229,-446132.5266676829
41.0,1146.0,310.0,833.0,270.0,2.5938,285000.0,3,141360.86459598682,-446130.75705024647
33.0,854.0,235.0,645.0,198.0,2.1471,239300.0,3,141358.176668368,-446137.97008242644
40.0,1901.0,679.0,865.0,587.0,2.3417,425000.0,3,137678.21858470383,-447305.66224706033
